"gene_patient_celltype","d0","d1","d2","d5","d9","d15"
"AC078906.1_ec_CyclingCD8T",0,0,0,0,0.000472010893877784,0
"AC009134.1_rs_CD8memoryactivatedT",0,0,0,0,0,0
"CSNK2A1_im_Monocytes",0.349100939585132,0,0,0,0,0
"CPA1_im_CD8memoryactivatedT",0,0,0,0,0,0
"DNMT3A_ev_CyclingCD8memoryactivatedT",0,0.42479506250062,0,0.223610873672642,0.160949907384623,0.144840979901571
"AC011468.5_rs_CD8naiveactivatedT",0,0,0,0,0.00428536905519989,0.00317041551507917
"STXBP5_at_CD8naiveT",0.328746001359917,0.454169617415272,0.445442964081545,0.518069718162105,0,0.916260732924116
"SEMA3B_gz_CD8memoryactivatedT",0,0,0,0,0.00104386033375999,0
"AL157702.2_im_Bcells",0,0,0,0.00352914018737305,0,0
"AC027801.1_ev_PlasmacytoidDC",0,0,0,0,0,0
"C6orf163_im_CD8effectormemoryT",0,0,0,0,0,0
"AP000424.2_ev_CD4memoryactivatedT",0,0,0,0,0,0
"AC005071.1_gz_CD8naiveactivatedT",0,0,0,0,0,0
"ENTPD1-AS1_im_NK2/NKintermediate",0,0.534276362635685,0.160232246541612,1.21846035964002,0,0
"RMND5B_sz_γδTcells",0.027092994702987,0.0449929127698541,0,0,0,0
"LUC7L2_em_NK2/NKintermediate",0,1.77634975218762,0.765905344312728,0.549370141468113,0,0
"CCNL1_ev_γδTcells",0.456003179238439,0.311928067473011,0.152853530557834,0,0,0
"AL354993.2_ec_CD4memoryT",0.010515569764605,0.00886713441937132,0.0508201309849456,0,0,0.856468524793428
"OPRD1_gz_CD8cytotoxicT",0,0,0,0,0,0
"AF129075.3_gz_Bcells",0.0295605862463058,0,0.0195040759146744,0.00666876472854608,0,0
"KLF13_gz_NK1",0.54012013675121,0.652599866311468,0.683051449797898,0.627814805353306,0,0
"INSIG2_gz_CD4naiveT",0.0716032719201462,0.0951463063825832,0,0,0,0
"SLC25A40_sz_NK1",0.0824691654869655,0.0762857170281708,0,0,0,0
"LAMTOR3_at_CD4naiveT",0.0987491461856115,0.142779282612595,0.0563682424521234,0.145123494024427,0,0
"IL22_gz_NK2/NKintermediate",0,0,0.00240081876744501,0,0,0
"TYW1_gz_γδTcells",0.232769539335624,0.325226611406628,0.883499238944781,0,0,0
"MKS1_ev_NK3adaptive/terminallymature",0,0,0.111529753313823,0.0309193242421495,0.0190610920718256,0
"SEC23A-AS1_rs_MyeloidDC",0,0,0,0,0,0
"LINC01917_gz_MyeloidDC",0,0,0,0,0,0
"SEC23B_gz_Monocytes",0.234997371865429,0,0,0,0,0
"IGFLR1_gz_CD8cytotoxicT",0,0,0.297429173471719,0,0,0
"HBZ_em_NK3adaptive/terminallymature",0,0,0,0.00304547132817811,0,0.00150409510788523
"AC008759.3_im_Bcells",0,0,0,0,0,0
"ARFGAP2_ev_Neutrophils",0.0623516141328662,0,0,0,0,0
"ARMC4_ec_CIKcells",0,0,0,0,0,0.000232927845665159
"MUC12_ev_CD8memoryactivatedT",0,0,0,0.0175016041592375,0.0108762016780725,0
"AMER3_ev_CD8naiveT",0,0,0,0,0,0
"OGFOD1_rs_CD8naiveactivatedT",0,0,0.354702783667316,0.119165320217464,0.108380934592511,0.0963047566809342
"LINC01586_em_CyclingCD8T",0,0,0,0.00118039016725774,0.000446781683098225,0
"RNF144A_ev_NK2/NKintermediate",0,0,0.216695712211873,0.139099729029414,0,0
"TRAV17_ev_CIKcells",0,0,0,0,0.193953552738503,0.128868816267085
"AC005476.2_rs_CyclingCD8memoryactivatedT",0,0,0,0.00390403958324611,0.00441880970256656,0.00131437132725039
"FAM169B_sz_NK2/NKintermediate",0,0,0,0,0,0
"AC096642.1_ev_CD4memoryactivatedT",0,0,0,0.00208517909260879,0.00176210049928738,0.00507332515011964
"LINC00587_ec_CD8naiveactivatedT",0,0,0,0,0,0.00171974370100054
"AC141586.2_rs_γδTcells",0,0,0,0,0,0
"AL022323.3_em_CD8effectormemoryT",0,0,0,0,0,0
"AC073655.3_sz_CyclingCD8memoryactivatedT",0,0,0,0,0.00159028741803381,0.000820727809704951
"F11R_sz_CD8cytotoxicT",0,0,0.0290658456904867,0,0,0
"UBL5_rs_NK2/NKintermediate",0,2.04303890932902,1.6601609756216,1.62528856901893,0,1.71279232723695
"LINC00692_gz_NK3adaptive/terminallymature",0,0,0,0.00292845530486725,0.0029291499854133,0
"AC017002.3_ec_CIKcells",0,0,0,0.142984571233002,0.307464242503968,0.140243522823045
"SRSF1_gz_CD4cytotoxicT",0,0.220676707641458,0.43204736758164,0.216797182499705,0.588446414810922,0
"AC010601.1_em_NK3adaptive/terminallymature",0,0,0,0,0.000968171575990799,0
"AC073973.1_rs_CD8naiveactivatedT",0,0,0,0,0,0
"AC024896.1_ev_CD4memoryT",0,0.00210466356732952,0,0,0,0
"LINC00237_ev_CD8cytotoxicT",0,0,0,0,0,0
"TBC1D22A_im_γδTcells",0.278108249701281,0.430378398743078,0.469845665874162,0,0,0
"AC111000.4_gz_CD4naiveT",0,0.00140239624838578,0,0,0,0
"GPR132_rs_NK2/NKintermediate",0,0,0.041385668658918,0.112366796579205,0,1.18546586078629
"TSR1_im_CIKcells",0,0,0,0.10776771292966,0.0869521225542393,0.0759050521778156
"CD38_sz_Bcells",0.159526019728859,0.190033449706888,0.426505954246677,0.252141842028124,0,0
"AC110760.2_gz_CyclingCD8T",0,0,0,0,0,0
"LINC02843_sz_NK1",0,0,0,0,0,0
"ACTR3_ec_MyeloidDC",0,2.08380391522368,1.87502291002372,1.99294852323313,0,0
"LINC00930_ev_CD4naiveT",0,0,0,0,0,0
"TRIM26_em_γδTcells",0.139911708838469,0.193248489946079,0,0,0,0
"AL132657.2_ec_CD8cytotoxicT",0,0,0,0,0,0
"FRMD6-AS1_ev_NK2/NKintermediate",0,0,0,0,0,0
"GNA15_ev_CD8memoryactivatedT",0,0,0,0.0891386683080023,0.131596689689116,0.0718092824843875
"LAPTM5_ev_MyeloidDC",0,1.00291987622622,0.826572258827372,0,0,0
"MMP13_gz_CyclingCD8T",0,0,0,0,0,0
"SEC62_at_CyclingCD8T",1.13544458741891,0,0.857215895330636,0.815533982274451,0.787881256065816,0.735833830941187
"AC126773.3_ev_CD8cytotoxicT",0,0,0,0,0,0
"TRAM2_gz_CD8naiveT",0.011590662851834,0.0382279498556108,0,0,0,0
"OVCH2_sz_NK1",0,0,0,0,0,0
"SCN4B_im_CD8cytotoxicT",0,0,0,0,0,0
"REEP6_gz_CD4cytotoxicT",0,0,0.00916356216139701,0.0272738964168448,0,0
"GLRB_ec_CD8cytotoxicT",0,0,0,0,0,0
"MYOZ1_gz_CyclingCD8T",0,0,0,0.00016029640299646,0,0
"IQGAP3_gz_CD4naiveT",0,0,0,0,0,0
"PLEKHH2_ec_NK2/NKintermediate",0,0,0,0,0,0
"AC104232.1_ev_Monocytes",0,0,0,0,0,0
"PCDHGA1_sz_CD8effectormemoryT",0,0,0,0,0,0
"AC011773.3_ec_CIKcells",0,0,0,0,0,0.00116227181914074
"AC024075.1_gz_NK3adaptive/terminallymature",0,0,0,0.0015781073129395,0.000850885597788537,0.00658945424881886
"TBC1D26_em_Neutrophils",0,0,0,0,0,0
"PPIP5K2_ec_CD4cytotoxicT",0,0.296584279792199,0.305655501484408,0.154061386574965,0,0
"CYB5R3_sz_CD8effectormemoryT",0,0,0.201883350621169,0,0,0
"ANKRD29_sz_NK2/NKintermediate",0,0,0,0,0,0
"AP001059.3_ec_CD4naiveT",0.00200785662801472,0,0,0,0,0
"ADAM19_rs_CD8cytotoxicT",0,0,0.011750649331037,0,0,0
"DDX20_gz_PlasmacytoidDC",0.157961358707749,0.049585379484357,0.0807993199588627,0,0,0
"ZNF600_em_γδTcells",0.29484183614621,0.26060820157343,0,0,0,0
"CENPK_em_NK3adaptive/terminallymature",0,0,0,0.73673489556746,0.73674551421137,0.810905100184909
"SV2B_ev_CIKcells",0,0,0,0,0,0
"PCDHB2_em_Bcells",0,0,0,0,0,0
"TEX45_im_Bcells",0,0,0,0,0,0
"LYSMD4_gz_CD4memoryactivatedT",0.0651151573226209,0.127039004112439,0,0.0231347342349704,0.0176697113711925,0.011198994869024
"AL109838.1_sz_CD8effectormemoryT",0,0,0,0,0,0
"CCDC30_rs_CIKcells",0,0,0,0.0753843602168922,0.0470135788058884,0.0447320609156834
"TUBA1B_ev_CD8naiveactivatedT",0,0,0,1.31744922175007,0.448823061361403,0.317527781943526
"AK4_rs_MyeloidDC",0,0.0691675348562697,0.387952689824028,0,0,0
"AL022323.4_rs_MyeloidDC",0,0,0,0,0,0
"RMI2_rs_CD8memoryactivatedT",0,0,0,0.331804477846803,0.199063102969351,0.222847162427461
"CALML6_gz_CD8cytotoxicT",0,0,0,0,0,0
"PGLYRP2_ev_CD8naiveactivatedT",0,0,0,0,0.0083127040084233,0.00869571025135546
"SLC49A4_ev_CD4naiveT",0.05096338715174,0.0805414462754589,0,0,0,0
"TDRG1_ev_CD8naiveT",0,0,0,0,0,0
"ZNF282_em_CD8cytotoxicT",0,0,0.0517042574859084,0.0991674564966147,0,0
"AP003065.2_sz_CD4memoryT",0,0,0,0,0,0
"TBC1D1_em_CD8naiveT",0.267172754114978,0.637125578976544,1.12139879627516,1.3787668428104,0,0
"RNFT1-DT_at_CIKcells",0,0,0,0.0180910115480069,0.0158580519033071,0.00799724405781879
"TVP23B_im_CyclingCD8T",0,0,0.126961196989644,0.109191477824638,0.13459148724642,0.203826496678253
"CERNA3_sz_CD4memoryT",0,0,0,0,0,0
"AL136295.17_sz_CIKcells",0,0,0,0,0,0.00420540374694683
"UQCC2_at_CD8effectormemoryT",0,1.00390128386385,0.844045716604288,0.233755458096282,0.864329205831086,0
"LINC02147_gz_CyclingCD8memoryactivatedT",0,0,0,0,0.000420169207804909,0.000734541421056247
"AC016644.1_im_PlasmacytoidDC",0,0,0.0403822876710191,0,0,0
"SPDEF_em_CyclingCD8memoryactivatedT",0,0,0,0,0.000718122006908393,0
"PON2_ev_CyclingCD8memoryactivatedT",0,0,0,0.0145701814155356,0.0451562669212536,0.0266035855980216
"AC008641.1_at_CD8cytotoxicT",0,0,0,0,0,0
"ZNF266_sz_CD8naiveactivatedT",0,0,0,0.135500837487096,0.0926876832758451,0.102916620170191
"TRAV8-7_gz_CD8effectormemoryT",0,0,0,0,0,0
"AC005083.1_gz_NK2/NKintermediate",0,0,0,0,0,0
"AL031118.1_sz_NK3adaptive/terminallymature",0,0,0,0,0,0
"BX255925.3_rs_CyclingCD8memoryactivatedT",0,0,0,0.0255941427015639,0.0247021426398405,0.00949958594575198
"AC008875.3_ev_MyeloidDC",0,0.213124331214455,0.0682013719370743,0,0,0
"DNAJC12_im_Monocytes",0,0,0,0,0,0
"KCND3_ev_Bcells",0,0,0,0.0040243069292432,0,0
"REV1_im_Monocytes",0.226702131668958,0,0,0,0,0
"TRAV4_em_NK1",0,0,0,0,0,0
"SLC2A7_ev_CD8naiveactivatedT",0,0,0,0,0.00270295340118095,0
"KLHL31_at_Neutrophils",0,0,0,0,0,0
"KNTC1_gz_CyclingCD8memoryactivatedT",0.338063726052492,0,0,0.343845794894275,0.324589385002631,0.360160614891418
"TSPAN32_gz_CD8naiveactivatedT",0.401417625715567,0,0,0.0463045375886115,0.127287171839621,0.179420900664629
"PIRT_ec_CyclingCD8T",0,0,0,0.0005422994683018,0.000755283619957874,0
"AC097634.2_gz_CD8naiveactivatedT",0,0,0,0,0.00725154020589082,0.000574267843923828
"VGLL3_im_CD8naiveactivatedT",0,0,0,0,0,0
"LINC01885_em_CD4memoryactivatedT",0,0,0,0,0,0
"AC096920.1_rs_NK2/NKintermediate",0,0,0.00165601944935543,0,0,0
"ZNF785_ev_CD4memoryT",0.0166192377611215,0.0362962725671315,0,0,0,0
"LPAR3_ec_NK3adaptive/terminallymature",0,0,0,0,0.000446777749304293,0
"SH3BP1_at_Monocytes",0.196388394216077,0,0,0,0,0
"GCGR_gz_γδTcells",0,0,0,0,0,0
"POC1A_gz_CD8memoryactivatedT",0,0,0,0.0876788787717833,0.104070081352284,0.0822949241050041
"IFT46_rs_Bcells",0.0113797787029366,0.0304241854162163,0.0508979375111804,0.0493296157919617,0.0350635898010512,0.467111859824074
"NDUFB2_ev_CD8cytotoxicT",0,0,1.69222976651927,1.57283979639278,0,0
"ARL4C_at_CD4cytotoxicT",0,0.668785463476058,1.05166230995439,0.897239657135457,0.646098375775358,0.178522204938045
"CHD5_im_CD8cytotoxicT",0,0,0.00313017440975025,0,0,0
"CCZ1B_em_NK3adaptive/terminallymature",0,0,0,0.221224880033719,0.218299616470136,0.122141469186247
"AL050350.1_em_NK2/NKintermediate",0,0,0,0,0,0
"AC103855.3_at_NK3adaptive/terminallymature",0,0,0,0,0,0
"SMAD5-AS1_gz_NK1",0.00288684822938882,0.00565758534311988,0,0,0,0
"ANKRD27_ec_Monocytes",0.142352678569912,0,0,0,0,0
"AC139768.1_at_Neutrophils",0,0.0270665462362347,0,0,0,0
"AC007952.9_ev_CD4memoryactivatedT",0,0,0,0,0,0
"UCP3_rs_CIKcells",0,0,0,0,0.0030102218598241,0.00295120343908117
"SLC36A3_ev_NK2/NKintermediate",0,0,0,0,0,0
"GGNBP2_ev_NK1",0.456630499050317,0.443793510389847,0.222029879212331,0,0,0
"OSTM1-AS1_ev_CD8naiveactivatedT",0,0,0,0,0,0
"SARNP_ev_CD4cytotoxicT",0,0.524691241518358,0.630551888666693,0.526893148349543,0.835617014883382,0
"CASP3_rs_CD8cytotoxicT",0,0,0.510982071030643,1.01380953577481,0,0
"DAPK1-IT1_gz_CD4naiveT",0,0,0,0,0,0
"BMP2_em_CD4memoryactivatedT",0,0,0,0,0,0
"HSD17B3-AS1_im_CD8cytotoxicT",0,0,0,0,0,0
"AC022154.1_rs_CD8naiveT",0,0.00517254056416879,0,0,0,0
"AC123786.1_ec_NK2/NKintermediate",0,0,0,0,0,0
"AC012066.2_ev_NK1",0,0,0,0,0,0
"PANK1_ec_PlasmacytoidDC",0,0.0756872734307293,0,0,0,0
"BCL2L2_gz_CD8effectormemoryT",0,0,0.0136973004945619,0,0,0
"GPC4_ec_Monocytes",0.0163366733922681,0,0,0,0,0
"TCP10L2_sz_NK2/NKintermediate",0,0,0,0,0,0
"AC032011.1_ev_CD8naiveactivatedT",0,0,0,0,0.00106930815496962,0.000332689099003915
"ZNF827_gz_CD8cytotoxicT",0,0,0.345726784338549,0,0,0
"AC116337.3_em_CD8naiveT",0.0039192612979151,0.0330052172050847,0.0671842797299041,0,0,0
"DUSP10_em_CD8naiveactivatedT",0,0,0,0,0.0837262117111162,0.0751981174842
"GPX7_em_CD4memoryactivatedT",0.0833095099979567,0.257395915142351,0,0.0786049278012966,0.108384755897436,0.0845370067884861
"SNTN_rs_Bcells",0,0,0,0,0,0
"AL031595.2_em_CD8cytotoxicT",0,0,0,0,0,0
"AL592078.1_im_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"AC090971.5_gz_CD8naiveactivatedT",0,0,0,0,0,0
"KF456478.1_at_Bcells",0,0,0,0,0,0
"AC084824.5_ec_CD8cytotoxicT",0,0,0,0,0,0
"RLN1_im_CyclingCD8memoryactivatedT",0,0,0,0,0.0365347916018752,0.0478523339664982
"BX255923.2_gz_CyclingCD8T",0,0,0,0,0,0
"AC231533.1_ec_Neutrophils",0,0.287452630719511,0.799601619969521,0,0,0
"COQ10A_ec_CD4memoryT",0.0306450281262103,0.0612351550055399,0,0,0.0790640921131233,0
"DCP1B_ev_CD4memoryT",0.0228978548018315,0.0837454319788167,0,0,0,0
"SEC14L5_gz_CD4cytotoxicT",0,0,0.000505363104488776,0,0,0
"AC009831.3_im_CD8effectormemoryT",0,0,0,0,0,0
"LINC01569_sz_γδTcells",0.00825933113694785,0.016381293660233,0,0,0,0
"DEPDC1B_im_CD4memoryT",0.0109510294699582,0.00151550161912437,0,0,0,0.0935025290150967
"ZNHIT3_ev_CD8memoryactivatedT",0,0,0,0.325424849754981,0.467181889876295,0.404848340679887
"CWC27_em_Neutrophils",0.411919445147835,0,0,0,0,0
"AC068205.1_rs_NK1",0,0,0,0,0,0
"LINC00685_im_Neutrophils",0.00579533730100757,0.0712155381286212,0,0,0,0
"AL353747.2_rs_CD8cytotoxicT",0,0,0,0,0,0
"LUZP1_at_CD8memoryactivatedT",0,0,0,0.124339774768033,0.173720646274518,0.211773795839454
"AC245052.7_rs_MyeloidDC",0,0,0,0,0,0
"ACHE_rs_CD8naiveactivatedT",0,0,0,0,0.000380810846344701,0.000370812247661922
"AC026471.5_sz_CD4memoryT",0,0,0,0,0,0
"TTN-AS1_im_Monocytes",0.0596286070022682,0,0,0,0,0
"AC005034.2_at_CD4cytotoxicT",0,0,0,0,0,0
"LINC01609_ec_CD8naiveT",0,0,0,0,0,0
"TFAP2B_rs_Bcells",0,0,0,0,0,0
"LINC01924_ev_CD4cytotoxicT",0,0,0,0,0,0
"AL136418.1_rs_CD8memoryactivatedT",0,0,0,0,0.00540122363027485,0.00864860618082373
"LINC02392_im_CD8naiveT",0,0,0,0,0,0
"TUBGCP5_em_Monocytes",0.0524393652388703,0,0,0,0,0
"ADORA2A-AS1_gz_Bcells",0.0238480759120379,0.0544169322588756,0.0554170080604381,0.0395697793639053,0,0
"C3orf49_ec_CD8memoryactivatedT",0,0,0,0,0.0126677604279139,0.0230418081522408
"ZSCAN26_gz_CyclingCD8memoryactivatedT",0.513461789361204,0,0,0.0217889453106032,0.0588537163191769,0.0709018415440453
"AC079949.2_gz_NK1",0,0,0,0,0,0
"MAL_gz_Bcells",0.0212661907842218,0.0253241521678922,0.04306805603521,0.138914195124045,0.341835554982855,0
"LINC02046_gz_CD8memoryactivatedT",0,0,0,0,0,0
"RBP1_ec_CD4naiveT",0,0,0,0,0,0
"PAXX_ec_NK1",0.732682074638887,0.593408032902418,0.800963371348549,0.294822366735118,0,1.95115702157746
"IGHV3OR15-7_ec_CD8effectormemoryT",0,0,0,0,0,0
"REST_rs_Bcells",0.276759628595107,0.306064865446108,0.280935912818813,0.342723777072794,0.367415978944125,0
"AC138646.1_em_NK3adaptive/terminallymature",0,0,0,0,0,0
"TDO2_ec_CD4naiveT",0,0,0,0,0,0
"AC104232.3_ec_CD8naiveactivatedT",0,0,0,0,0,0.00168835035539709
"FOXRED1_rs_CD8naiveT",0.0752256844154841,0.0784329338446221,0,0,0,0
"VENTX_sz_CyclingCD8T",0,0,0,0,0,0
"AC020765.2_im_PlasmacytoidDC",0,0.0192922591518672,0,0,0,0
"FAM168B_at_NK1",0.0994556761082006,0.20778653805217,0.15363204475772,0.244003589197107,0,0
"GCN1_gz_CIKcells",0,0,0,0.0552802075387351,0.116658617454293,0.114626300623815
"AC084082.1_at_CD8effectormemoryT",0,0,0.00296272579523916,0,0,0
"SMAP1_ev_CD4memoryT",0.529927290972261,0.539512164942803,0.269774614026798,0,0,0.520212068719268
"MNX1_sz_CD4naiveT",0.00134667776871591,0,0,0,0,0
"LINC00972_rs_NK3adaptive/terminallymature",0,0,0,0,0,0
"NIPSNAP2_im_CyclingCD8T",0,0,0.642195922460863,0.480482366276906,0.38312331026397,0.516398763545328
"AC016229.1_ec_CIKcells",0,0,0,0,0,0
"AC104076.1_at_CD8naiveactivatedT",0,0,0,0,0,0
"STC2_ec_CD8naiveT",0,0,0,0,0,0
"AC004160.1_em_PlasmacytoidDC",0.0588497587739205,0.0271258488579907,0.0851420188811916,0,0,0
"MIR137HG_ev_Neutrophils",0,0,0,0,0,0
"SLC38A5_im_CD8cytotoxicT",0,0,0.425131464558458,0,0,0
"AL135784.1_gz_NK3adaptive/terminallymature",0,0,0,0,0,0
"AR_gz_γδTcells",0,0,0,0,0,0
"GFOD1_ev_CyclingCD8T",0,0,0,0.128816963919193,0.0529710264189824,0.0772203941464536
"AL049828.1_rs_CD4naiveT",0.0206257866441518,0.0512373272960298,0.253885891631208,0,0,0
"AC026954.3_at_CD8memoryactivatedT",0,0,0,0,0,0
"AL022322.2_rs_Monocytes",0.00318974121773182,0,0,0,0,0
"CCDC168_em_CD4naiveT",0,0.00717915855901488,0,0,0,0
"BCAT1_ev_CyclingCD8memoryactivatedT",0,0,0,0.058662534608859,0.0343358595635506,0.0119578892079186
"AC104187.1_gz_CD4memoryT",0,0.00241053067474486,0,0,0,0
"PARG_im_Neutrophils",0.153283010558372,0.0310393050115297,0,0,0,0
"FAM230A_at_CIKcells",0,0,0,0,0,0
"ALMS1_gz_CyclingCD8T",0,0,0,0.309612433448453,0.323140703446215,0.573905415439667
"FZD3_rs_CyclingCD8memoryactivatedT",0,0,0,0.0282742838263193,0.0122207580476453,0.00895032606526094
"TMPRSS5_em_CyclingCD8memoryactivatedT",0,0,0,0,0.00452030504271556,0.00427209010544173
"LINC02271_ev_PlasmacytoidDC",0,0,0,0,0,0
"APCDD1L-DT_em_NK1",0.00735900215785248,0.00558396790948666,0,0,0,0
"C16orf87_ec_CD8naiveactivatedT",0,0.392059479382836,0.664465867391939,0.238078327227408,0.203404769251772,0.164353555804811
"AL157932.1_rs_γδTcells",0,0,0,0,0,0
"LINC02522_sz_CD8memoryactivatedT",0,0,0,0,0,0
"AC079790.2_em_NK2/NKintermediate",0,0,0,0,0,0
"AL354761.1_at_CD4memoryactivatedT",0,0,0,0,0,0
"LNP1_ec_MyeloidDC",0,0,0.00771730112964821,0,0,0
"AC126614.1_gz_NK2/NKintermediate",0,0,0.00675586235019134,0,0,0
"AC133528.1_at_CyclingCD8T",0,0,0,0.000832227428036268,0,0
"EIF4G3_ec_Neutrophils",0.918388643157759,1.01319884462619,0.576777251659656,0,0,0
"ZNF365_at_CD8memoryactivatedT",0,0,0,0.0384463635392439,0.0156863048415927,0.0136941340550575
"BUD13_sz_PlasmacytoidDC",0.055714211880895,0.12793714035558,0.0642949856967878,0,0,0
"CCSER2_em_Neutrophils",0.86163799610257,0.950299495067192,1.00505404568939,0,0,0
"AL022067.1_im_CD4memoryT",0.00293156533053675,0.00184090948697155,0,0,0,0
"AC122719.2_im_CD8memoryactivatedT",0,0,0,0,0,0
"PTPRQ_sz_CD8cytotoxicT",0,0,0,0,0,0
"AC103724.4_em_PlasmacytoidDC",0,0,0,0,0,0
"ALX4_rs_Neutrophils",0,0,0,0,0,0
"SCX_sz_CIKcells",0,0,0,0,0,0
"DPH7_rs_CyclingCD8T",0.392545359739032,0,0.0462701892555205,0.102738131053672,0.0768123825429803,0.130795039651391
"NUDCD3_em_PlasmacytoidDC",0.113278539686589,0.230328349406384,0.381257592292016,0.924345767402469,1.15318150652622,0
"A4GALT_sz_MyeloidDC",0,0,0.0124085324273998,0,0,0
"VWF_ec_NK2/NKintermediate",0,0,0,0,0,0
"AC020910.5_ev_CD4memoryT",0.0279295788473231,0.0131272722404164,0,0,0,0.110341723392202
"UGDH-AS1_sz_Monocytes",0.0245137521795587,0,0,0,0,0
"RTCA_at_γδTcells",0.152293000863902,0.149906410186752,0.0978477065631293,0.255083372426282,0.135503201332224,0
"AC009446.1_ec_Neutrophils",0,0,0,0,0,0
"AC073343.2_gz_Bcells",0.0748307982295956,0.0949436669672126,0.0720021684468519,0.0678964741337909,0.0231057665220391,0
"AMT_at_NK3adaptive/terminallymature",0,0,0,0.020983106710914,0.0202724204462636,0.0135697267395212
"AL022345.4_ev_NK1",0.018032518851226,0.00332026280348316,0,0,0,0
"TRPC3_sz_CD8memoryactivatedT",0,0,0,0,0,0
"PPP1R18_rs_Monocytes",0.414485912666429,0,0,0,0,0
"TMEM50A_em_CD4naiveT",0.437278328797083,0.5047614151125,0.459308609130368,0,0,0
"STOML2_ec_NK1",0.214551649251456,0.167057550341151,0.226505572704822,0.233754027529684,0.80775115383109,1.39088687813202
"TMEM54_at_CD8naiveactivatedT",0,0,0,0.00266464093518739,0.00170379113927167,0
"TNFSF15_ev_γδTcells",0,0.00502857861422028,0,0,0,0
"NALCN_ev_CD8memoryactivatedT",0,0,0,0,0,0
"BTG1_sz_CyclingCD8memoryactivatedT",1.32821492880913,0,0,1.03612236928477,1.30732120303507,1.1948139651498
"F3_ec_MyeloidDC",0,0.0243083311837414,0.0523754402832816,0,0,0
"AC107909.1_im_CD4cytotoxicT",0,0,0,0,0,0
"ATP5MC2_im_NK3adaptive/terminallymature",2.26199946149084,0,1.71579566456014,1.64353057903636,1.84759313651023,1.70038381975741
"KCNJ5_em_NK2/NKintermediate",0,0,0,0,0,0
"PTCH2_im_CyclingCD8memoryactivatedT",0,0,0,0.00776893838815501,0.0544995535951754,0.0879499199383132
"SMC6_im_NK1",0.138766117836147,0.207715532026726,0,0.189440038644999,0,0
"AMBP_rs_NK2/NKintermediate",0,0,0,0,0,0
"AC068389.3_ev_MyeloidDC",0,0.00398514728275984,0.0128892870712455,0,0,0
"MAP3K1_sz_CD4naiveT",0.277207651933542,0.252829415620706,0.467141303450104,0,0,0
"TTLL13P_rs_MyeloidDC",0,0,0,0,0,0
"TMEM258_ec_CD8effectormemoryT",0,0.909918438626321,1.42603076318857,0,1.20823885580016,0
"AC027288.1_rs_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"QKI_gz_NK1",0.472514126432572,0.534513057616103,0.892964128887008,0.602468256952091,0,0
"UBE2R2_ev_NK3adaptive/terminallymature",0,0,0.321764920677007,0.594948078661875,0.553857011953642,0.490033364526465
"MS4A15_em_CD8cytotoxicT",0,0,0,0,0,0
"F11R_ec_CD4memoryactivatedT",0,0,0.268859983815845,0.0426286469497499,0.0242763732479976,0.0255831132802807
"ARPC5L_im_NK1",1.02654372822391,0.962819572595693,1.14005426381676,1.21293538426762,0,0
"MTERF3_sz_Monocytes",0.0288199141064708,0,0,0,0,0
"TTC23L_rs_CIKcells",0,0,0,0,0.00271426731954472,0.0016376040190594
"AL031709.1_sz_CD8naiveactivatedT",0,0,0,0.00332908804844642,0.00216720933448607,0.00123876910970214
"GNL3_gz_CyclingCD8T",0.40322769263159,0,0,0.637923134996599,0.393739274231195,0.32983423992233
"TMEM230_im_CD8cytotoxicT",0,0,0.482651463738943,0,0,0
"ANOS1_gz_CD8cytotoxicT",0,0,0,0,0,0
"GNB2_at_CD8effectormemoryT",0,0,0.485236697674628,0.345626373250865,0.633351879232518,0
"ACTA2-AS1_at_NK3adaptive/terminallymature",0,0,0,0.00234207052882412,0.00182706042410882,0.000464054400100027
"AC092916.1_gz_γδTcells",0,0,0,0,0,0
"BCHE_at_CD4cytotoxicT",0,0,0.000641410599501423,0,0,0
"LINC02280_gz_CIKcells",0,0,0,0,0,0
"AL008721.2_em_MyeloidDC",0,0,0,0,0,0
"SMCO1_at_Bcells",0,0,0,0,0,0
"AL158206.1_em_γδTcells",0.00284359911288616,0.00717417129256961,0,0,0,0
"AC078795.3_sz_Neutrophils",0.00742882930772159,0,0,0,0,0
"MRPL50_ec_CD8memoryactivatedT",0,0,0,0.197585748734879,0.194346156999224,0.222361737858981
"AL596330.2_at_CD8memoryactivatedT",0,0,0,0,0.00221898595544725,0
"BLACAT1_rs_CD8memoryactivatedT",0,0,0,0,0,0
"IGKV3D-7_em_CD4memoryT",0,0,0,0,0,0
"AC138207.7_im_Neutrophils",0,0,0,0,0,0
"IPO7_rs_CyclingCD8T",0,0,0.61409144981929,0.49710033532038,0.369255662075039,0.310981680416733
"NTN5_ec_Monocytes",0,0,0,0,0,0
"AC026100.1_gz_CD8naiveT",0,0,0,0,0,0
"RPUSD4_ev_CD8naiveactivatedT",0,0,0,0,0.0754765685449799,0.046391345860726
"AC069133.1_gz_CD8naiveactivatedT",0,0,0,0,0,0
"TNFRSF19_ec_CD4naiveT",0,0,0,0,0,0
"H6PD_gz_CyclingCD8memoryactivatedT",0,0,0,0.0341029810645724,0.0447921465412966,0.055943633858296
"LINC01731_sz_PlasmacytoidDC",0,0,0,0,0,0
