"gene_patient_celltype","d0","d1","d2","d5","d9","d15"
"TUBA1C_em_CD8cytotoxicT",0,0,1.02221718967865,0.611375086731345,0.774601562200445,0
"RDH10_im_CD8naiveactivatedT",0,0,0,0,0.0214323027476287,0.016683433996527
"CLIP2_sz_γδTcells",0.00347883722067373,0.025145584669295,0,0,0,0
"LINC02730_at_CD8cytotoxicT",0,0,0,0,0,0
"AC026780.2_gz_CD4memoryT",0,0,0,0,0,0
"ZNF37A_em_NK1",0.182290593874247,0.350461763767233,0,0,0,0.26399278984422
"GGCX_im_CD4memoryT",0.0399623452274779,0.060270211864521,0,0,0,0.133618929378008
"CMTM1_ec_CD8memoryactivatedT",0,0,0,0.118158717468064,0.110321255387994,0.0844313772382098
"FAM170B_em_CD8naiveT",0,0,0,0,0,0
"KRTCAP3_at_CD4naiveT",0.0638802788051763,0.0372531862570657,0.133810767304355,0,0,0
"RNF103_at_Monocytes",0.0796205372701805,0,0,0,0,0
"OVCA2_sz_CyclingCD8memoryactivatedT",0,0,0,0,0.000698773482419923,0
"PPP1R14A_ec_NK3adaptive/terminallymature",0,0,0,0.00298685969660719,0,0
"AC119424.1_im_CIKcells",0,0,0,0,0,0
"ALDH1B1_ev_γδTcells",0.00118348211210147,0.00482046645276427,0,0,0,0
"ZNF2_im_CD4memoryT",0.0143488895893969,0.0388985274075143,0,0,0,0
"WIPF3_ev_CD8effectormemoryT",0,0,0,0,0,0
"MED14OS_rs_Neutrophils",0,0,0,0,0,0
"AC004147.5_im_CD8cytotoxicT",0,0,0,0,0,0
"AC018731.1_rs_MyeloidDC",0,0,0,0,0,0
"AC061992.2_im_CD8memoryactivatedT",0,0,0,0,0,0
"ATG4B_rs_CyclingCD8T",0.233845140848572,0,0.0462701892555205,0.204094646162515,0.234674211475564,0.0928037067438985
"AL162726.4_ec_CD4naiveT",0,0,0,0,0,0
"LAMP3_ec_NK2/NKintermediate",0,0,0.0194575512766689,0,0,0
"OR4F5_sz_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"STYK1_rs_CD4memoryT",0,0,0,0,0,0
"AC005252.4_im_CyclingCD8T",0,0,0,0,0,0
"TIGIT_sz_CyclingCD8memoryactivatedT",0,0,0,0.127911074760358,0.0727962775286335,0.0616779319903905
"LINC02507_ev_NK2/NKintermediate",0,0,0,0,0,0
"AC104370.1_rs_CD8cytotoxicT",0,0,0,0,0,0
"AC008554.1_at_γδTcells",0.00760837942418821,0.025817978277746,0,0,0.623109163575254,0
"HTR3E-AS1_at_CyclingCD8T",0,0,0,0.00110664363426211,0,0
"IL18R1_at_CD4naiveT",0.0137826916294485,0.0199067956928122,0,0,0,0
"CSPG5_im_Monocytes",0,0,0,0,0,0
"AC002542.6_sz_γδTcells",0,0,0,0,0,0
"RTL5_im_CyclingCD8memoryactivatedT",0,0,0,0,0,0.001260711192842
"NCR3LG1_ec_MyeloidDC",0,0.377501859134155,0.238224024695296,0,0,0
"AC112178.1_ec_CD8memoryactivatedT",0,0,0,0,0,0
"AC026458.2_rs_γδTcells",0,0.00437427207722121,0,0,0,0
"DDI1_sz_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"AC068135.2_at_CD4memoryT",0,0,0,0,0,0
"GALNT8_ec_CD4cytotoxicT",0,0,0.0178539666917672,0,0,0
"C1orf116_ec_NK1",0,0,0,0,0,0
"LINC00539_sz_γδTcells",0.0288618938414726,0.0117808213523368,0,0,0,0
"AL049870.2_ev_CD8cytotoxicT",0,0,0,0,0,0
"TMEM8B_em_NK2/NKintermediate",0,0,0,0,0,0
"AC011365.1_at_CD8naiveT",0,0,0,0,0,0
"JAML_sz_CD8naiveT",0.207408436903385,0.217965404853394,0.9720989099349,0,0,1.03938775839069
"SPEN_at_CD4cytotoxicT",0,0.825737620034056,0.446781929358349,0.0863228260414383,0.318452041241703,0.498046962399312
"LINC01944_im_Neutrophils",0,0,0,0,0,0
"DCTN5_at_CD8cytotoxicT",0,0,0.197812995864083,0,0.478802841209398,0
"TINAG_im_CD4memoryT",0,0,0,0,0,0
"NR4A2_rs_MyeloidDC",0,0.0732568046228034,0.0359623862388283,0,0,0
"DTHD1_at_CD4memoryactivatedT",0.218110633308866,0,0,0.0321536462228775,0.020645419521395,0.00287349076888207
"GTF2H1_sz_Bcells",0.108566109106358,0.187473080729347,0.195591392751648,0.246915760336889,0,0
"AP000697.1_ev_CD8naiveT",0,0,0,0,0,0
"ARV1_ec_γδTcells",0.07674578726809,0.0607385550233097,0,0.0958515322889785,0,0
"PURPL_sz_Monocytes",0.000498248626264379,0,0,0,0,0
"GSTZ1_gz_CD8memoryactivatedT",0.194219163717637,0,0,0.0862320493260195,0.152127922213449,0.0944513145828909
"AC109129.1_em_CIKcells",0,0,0,0,0,0
"LINC00879_ec_NK2/NKintermediate",0,0,0,0,0,0
"ALKBH1_ev_CIKcells",0,0,0,0.171720223316026,0.0712571155410755,0.0506381767267416
"AP004550.1_rs_PlasmacytoidDC",0,0,0,0,0,0
"ZFHX2-AS1_ev_PlasmacytoidDC",0.0304308420321174,0.0241089806136989,0.00996205117216836,0,0,0
"ACSF3_sz_CD4memoryactivatedT",0.0986075245479829,0.205110134648419,1.57014561857316,0.162162391712155,0.19722911824508,0.145963699633306
"ETFRF1_ev_γδTcells",0.134870221294813,0.0840748074385703,0.10472545705193,0,0,0
"KLHL29_at_CD8effectormemoryT",0,0,0.00497367262068199,0,0,0
"DEXI_sz_CD4cytotoxicT",0,0.23805866142789,0.126915277825449,0.437460898890197,0,0
"AL137005.1_gz_CD4memoryT",0,0,0,0,0,0
"PCDH9_at_NK1",0.0201910023642689,0.0111473950027202,0,0,0,0
"MIR503HG_at_CyclingCD8memoryactivatedT",0,0,0,0.00269720589713985,0.00135214749607586,0.00181608566786685
"AC004837.2_ec_CD8naiveT",0.00777987279066432,0.00527119774905774,0,0,0,0
"DAZAP2_ec_CIKcells",0.46945677793446,0,0,0.590561595880614,0.503528727454121,0.644458328827224
"ASCC2_em_CD8effectormemoryT",0,0.435414178898699,0.24514607227321,0.149142241746617,0,0
"AL390838.1_at_Monocytes",0,0,0,0,0,0
"RAB39A_ec_CD8effectormemoryT",0,0,0.000965715669471049,0,0,0
"AL021707.1_ec_NK2/NKintermediate",0,0.28911408461556,0.0683412893004896,0,0,0
"FUT9_at_CD4memoryactivatedT",0,0,0,0,0,0
"AC027237.2_sz_NK3adaptive/terminallymature",0,0,0,0.00575810127752707,0.0119074260107376,0
"AC105383.1_sz_Monocytes",0,0,0,0,0,0
"KLHDC1_rs_MyeloidDC",0,0.00611292847417532,0.0322756436276132,0,0,0
"LAMC2_im_NK3adaptive/terminallymature",0,0,0,0,0,0
"KLC3_rs_Neutrophils",0,0,0,0,0,0
"AC000065.2_rs_NK1",0.00182367834778255,0,0,0,0,0
"AC006355.2_im_CD8naiveactivatedT",0,0,0,0,0,0
"BRMS1L_rs_CD4cytotoxicT",0,0,0.087929641460351,0.0479978199688788,0,0
"LINC02027_sz_Bcells",0,0,0,0,0,0
"AL355481.1_at_Neutrophils",0,0,0,0,0,0
"POSTN_ec_NK2/NKintermediate",0,0,0,0,0,0
"TMEM150C_at_CIKcells",0,0,0,0.00946968712572955,0.00659198928455147,0.00215290340516043
"HLF_ec_CD8cytotoxicT",0,0,0.0082137833782633,0,0,0
"EDAR_at_CD8memoryactivatedT",0,0,0,0,0,0
"GPHN_im_CD8memoryactivatedT",0,0,0,0.337507088009805,0.706159463661553,0.690853291161781
"ARL6IP4_ev_CyclingCD8memoryactivatedT",1.850144452874,1.52548455975886,0,1.51131592937286,1.26604816037698,1.17974440364918
"SUPT5H_ec_Bcells",0.239055271208278,0.355761286200766,0.351796624867188,0.461312237049247,0.352679696923667,0
"CNOT8_gz_MyeloidDC",0,0.195921255722947,0.173541608340679,0,0,0
"DBN1_im_CyclingCD8T",0,0,0.0219897242808818,0.126980564605825,0.0528516777802256,0.153465634449872
"ZBTB20-AS1_sz_NK1",0.0225699307731939,0.103404551266889,0.324864502032308,0.362409913992234,0,0
"MFSD2A_em_CIKcells",0,0,0,0.0763400652758985,0.0161213506290613,0
"TMBIM1_ec_CIKcells",0,0,0,0.0555799311435138,0.10903563061178,0.135460833791139
"AC244090.1_sz_CD8effectormemoryT",0,0,0.0407922005392213,0.356670780724064,0,0
"AC010148.1_gz_NK1",0,0,0,0,0,0
"C17orf82_gz_PlasmacytoidDC",0,0,0,0,0,0
"TRAJ34_ev_Monocytes",0,0,0,0,0,0
"AC013439.2_em_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"NDST4_sz_CD8effectormemoryT",0,0,0,0,0,0
"AC009145.2_rs_Neutrophils",0,0,0,0,0,0
"C3AR1_sz_CD4memoryT",0.0133348213107684,0.0138436425142952,0,0,0,0
"C16orf97_im_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"AC123595.1_at_Monocytes",0,0,0,0,0,0
"TRBV14_rs_PlasmacytoidDC",0,0,0,0,0,0
"HLA-A_ec_CD8naiveT",2.1522640761036,2.55895214181374,1.46868665131004,0,2.03206612214347,0
"LINC01364_rs_CD4cytotoxicT",0,0,0.00476560472310748,0,0,0
"LINC00698_sz_CD4memoryT",0,0,0,0,0,0
"ASTN2-AS1_sz_PlasmacytoidDC",0,0,0,0,0,0
"CFAP46_em_CD8naiveactivatedT",0,0,0,0,0,0
"AL163872.1_rs_CD4memoryactivatedT",0,0,0,0.00238560482834547,0.00107033065847466,0
"BX293535.1_em_CD8naiveactivatedT",0,0,0,0.064719044269654,0.012868413994473,0.00478348803475974
"WWP1_at_CD8naiveactivatedT",0.575554101519756,0,0,0.378579638955206,0.44265585918307,0.415686838760681
"EYS_gz_CD4memoryactivatedT",0.134224654541327,0.127039004112439,0,0.104798188069349,0.0624432112765203,0.0845365759365174
"CCDC60_em_CD8cytotoxicT",0,0,0,0,0,0
"VTA1_at_CD8naiveactivatedT",0,0,0,0.314549013595711,0.297374089763838,0.314210450949086
"PSMD8_at_Neutrophils",0.146578535360234,0.341508066905118,0.290569832183784,0,0,0
"ADAL_at_CD4naiveT",0.0504295324614851,0.0378172736402499,0.0698377872218576,0.158405420130632,0,0
"OR6C1_ec_PlasmacytoidDC",0,0,0,0,0,0
"PFDN2_ev_CyclingCD8T",0.757055833913537,0,1.14798879224013,0.985563843289799,0.89575333666397,0.762204385801621
"SPATA13-AS1_gz_NK3adaptive/terminallymature",0,0,0,0.00293365336675497,0.00174900722123232,0.00215581738574123
"R3HCC1_em_CyclingCD8memoryactivatedT",0.417270324136544,0,0.26545586124925,0.176640910497836,0.146731529436451,0.185901588959114
"AL049780.1_ev_PlasmacytoidDC",0.0227538953794271,0,0,0,0,0
"PCBP1_sz_CD8cytotoxicT",0,0,1.17028079218444,0,0,0
"CR786580.1_rs_NK1",0,0.00207599821901872,0,0,0,0
"CEP57L1_gz_CyclingCD8T",0,0,0,0.279371153040999,0.364722424432622,0.643565872730599
"DAGLA_gz_NK3adaptive/terminallymature",0,0,0,0,0,0
"AC106820.5_ev_NK1",0,0,0,0,0,0
"AC008883.1_ev_CD4memoryactivatedT",0,0,0,0.006661192830907,0,0.00183564964596817
"ZIC3_gz_CD8naiveactivatedT",0,0,0,0,0,0
"BPHL_im_CD4naiveT",0.0175055870264076,0.0288752709107387,0,0,0,0
"ADAM30_gz_CD4memoryT",0,0,0,0,0,0
"AL359764.3_im_CD8memoryactivatedT",0,0,0,0,0.00163841100911108,0.00440694535142191
"NABP1_em_CD8naiveT",0.0460698732072532,0.107511493025622,0.377101832595316,0,0,0
"DENND1B_rs_CyclingCD8T",0.770240593017767,0,0.578564631765651,0.432996426874032,0.747280864333216,0.757708278595209
"LMOD1_ec_CD4memoryT",0,0,0,0,0,0
"FP671120.7_ec_MyeloidDC",0,0,0,0,0,0
"AC093019.2_rs_CD4memoryactivatedT",0,0,0,0.0388633704242737,0.0517679394088347,0.0464588081982964
"ARL14EPL_rs_CD8cytotoxicT",0,0,0.00535898681012974,0,0,0
"CHST10_im_CD8memoryactivatedT",0,0,0,0,0.00773328296383073,0.00421531642288623
"FBXO39_rs_CyclingCD8T",0,0,0,0.00295368613049956,0,0
"KCTD15_im_CD8naiveactivatedT",0,0,0,0,0,0.000295371316359016
"AC093424.1_rs_MyeloidDC",0,0,0,0,0,0
"AC242842.1_em_CD8naiveT",0.00974422853304391,0.0133761964500842,0,0,0,0
"TDRG1_at_γδTcells",0,0.00142502938690076,0,0,0,0
"AC009185.1_rs_CD8effectormemoryT",0,0,0.0165160502657436,0,0,0
"AC026120.3_ev_PlasmacytoidDC",0,0,0,0,0,0
"LINC01693_ec_CD8naiveT",0,0,0,0,0,0
"PRLR_sz_CD4memoryactivatedT",0,0,0,0,0,0
"Z83844.2_gz_Neutrophils",0.052064107399232,0,0,0,0,0
"AL358472.5_ec_Monocytes",0.00859918736801648,0,0,0,0,0
"INPP5J_at_CD8cytotoxicT",0,0,0,0,0,0
"AP001120.5_ev_CD8effectormemoryT",0,0,0,0,0,0
"NLRP3_sz_CyclingCD8memoryactivatedT",0,0,0,0.00284945466830792,0,0
"AL157896.1_gz_Neutrophils",0,0,0,0,0,0
"TMEM132C_im_CyclingCD8memoryactivatedT",0,0,0,0,0.000883930470342971,0.000570060902146611
"PTCH1_gz_Monocytes",0.00450698765300548,0,0,0,0,0
"BAG6_sz_CD8naiveT",0.0922226370679251,0.073058238806177,0,0,0,0
"LINC01193_im_γδTcells",0,0,0,0,0,0
"TRBV6-6_im_CD8effectormemoryT",0,0,0,0,0,0
"FAM111A-DT_im_NK2/NKintermediate",0,0,0.0202391980303786,0,0,0
"LINC02371_ev_Bcells",0,0,0.00620249850173684,0,0,0
"KCNIP2_at_CyclingCD8T",0,0,0,0.00602949400824469,0.00700969310232196,0.00142303595807507
"AC092835.1_im_CyclingCD8memoryactivatedT",0,0,0,0.0152440650274905,0.0134969349435448,0.0185950166077972
"AC087392.3_rs_Neutrophils",0,0,0,0,0,0
"SCN2A_im_CD8effectormemoryT",0,0,0,0,0,0
"CARMIL2_at_CyclingCD8T",0,0,0,0.0758539680681953,0.0679050954423268,0.0731189391471182
"AC079768.3_em_Monocytes",0,0,0,0,0,0
"LINC01920_ev_CD4cytotoxicT",0,0,0,0,0,0
"BVES-AS1_sz_CD8cytotoxicT",0,0,0,0,0,0
"AC127540.2_ev_NK2/NKintermediate",0,0,0,0,0,0
"LINC01262_gz_CD8cytotoxicT",0,0,0,0,0,0
"IDO2_im_CD8memoryactivatedT",0,0,0,0,0.00238387656904451,0
"SLC41A2_sz_CD8cytotoxicT",0,0,0.0709947634756535,0,0,0
"PRKCSH_em_NK3adaptive/terminallymature",0,0,0,0.362709741925858,0.302705789017521,0.235295952336193
"ICOSLG_em_Neutrophils",0,0,0,0,0,0
"PDRG1_em_CD4memoryT",0.0494919447816361,0.0761569275058318,0.11445497453931,0.307591403920586,0,0
"XXYLT1-AS2_sz_NK1",0.00153481801616698,0.00759258853607626,0,0,0,0
"NGFR_em_PlasmacytoidDC",0,0,0,0,0,0
"ALDOC_ec_PlasmacytoidDC",0,0.0407932798693705,0.0216094691849558,0.308657647345621,0,0
"SLC45A1_at_Monocytes",0.000587210953481748,0,0,0,0,0
"QRICH1_im_CD8effectormemoryT",0,0,0.187048341586401,0,0,0
"PDCL_at_MyeloidDC",0,0.120052642997798,0.113711119605819,0.349253075987891,0,0
"AC012413.1_at_NK3adaptive/terminallymature",0,0,0,0,0.00214902886353697,0.00111784240196984
"SIGLEC9_ev_NK2/NKintermediate",0,0,0.00455990530751858,0,0,0
"AC006547.2_sz_CD4cytotoxicT",0,0,0.0014257297506455,0,0,0
"AC026329.1_rs_CD4memoryactivatedT",0,0,0,0,0,0
"AC007036.5_ev_CD8effectormemoryT",0,0,0,0,0,0
"STAT3_gz_CIKcells",0.13461397704812,0.22360662083611,0,0.836890034538779,0.387258980861657,0.41958880727267
"AC104695.2_ec_CD4naiveT",0.0127089072910412,0.00340047496679802,0,0,0,0
"GUCA1B_ec_γδTcells",0.00737239623923452,0.0129970104996407,0,0,0,0
"AL160313.1_ev_CyclingCD8T",0,0,0,0.00706308338861474,0.00669753004070825,0
"GABRG2_rs_CyclingCD8T",0,0,0,0,0,0
"RAD23A_gz_CD8cytotoxicT",0,0,1.02622188790547,0,0,0
"AC090365.1_ec_NK2/NKintermediate",0,0,0,0,0,0
"MANBA_im_PlasmacytoidDC",0.294632365598589,0.592679316497234,0.371623380780966,0,0,0
"AC092143.2_ev_Monocytes",0,0,0,0,0,0
"TOP3A_ec_PlasmacytoidDC",0,0.0407932798693705,0.0451758167640476,0.0583256926343336,0,0
"AC008805.2_sz_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"AC119673.1_ev_CD8memoryactivatedT",0,0,0,0,0,0
"KIAA1109_at_Monocytes",0.90267888404348,0,0,0,0,0
"LINC00661_ec_CIKcells",0,0,0,0,0,0
"AC087633.1_rs_NK3adaptive/terminallymature",0,0,0,0,0,0
"TYW1_at_MyeloidDC",0,0.216419511969955,0.330317651453391,0.389641169020253,0,0
"DSG1-AS1_ec_CD4cytotoxicT",0,0,0.000578948190707621,0,0,0
"NLRC4_gz_CyclingCD8T",0,0,0,0.0141981038582314,0.00918951996339508,0.0235158539028245
"PAFAH1B2_at_PlasmacytoidDC",0.205180557511312,0.36043371950328,0.188193909793122,1.23513957821952,0,0
"SAFB2_ev_γδTcells",0.211836821607257,0.342296425056042,0.286069063379387,0,0,0
"NUSAP1_gz_NK1",0.0190484968017459,0.0130994839027908,0,0.143574204584155,0,0
"ITPK1-AS1_em_CIKcells",0,0,0,0,0,0.00572529553653312
"AC104695.4_em_CD8cytotoxicT",0,0,0,0,0,0
"CIDEC_ec_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"AC107021.1_ev_CD8naiveactivatedT",0,0,0,0,0,0
"PER2_gz_Monocytes",0.103786836311206,0,0,0,0,0
"PATE3_ev_CD4naiveT",0,0,0,0,0,0
"IFNG_ec_CD8effectormemoryT",0,0.909918438626321,2.54808931266961,2.37000444890255,2.2076494519874,0
"LINC00334_ec_Neutrophils",0,0,0,0,0,0
"AC010245.1_gz_CD4cytotoxicT",0,0,0.00287277454918909,0.0113897403817751,0,0
"RABGAP1L_im_CIKcells",0,0.976104171587019,0,1.67668849924324,1.60588482337951,1.49751630914841
"AC021739.2_rs_CyclingCD8memoryactivatedT",0,0,0,0,0.00103623139407003,0.00190927394680039
"SPEG_sz_CD4memoryT",0.00172898413127391,0.00137370333853608,0,0,0,0
"BAK1_em_Monocytes",0.0574930516088107,0,0,0,0,0
"SPDYE3_ev_CIKcells",0,0,0,0.0980211808223708,0.0245942057936526,0.0370540343114573
"PTPRQ_em_CD4memoryactivatedT",0,0,0,0,0,0
"PBX1_im_Neutrophils",0.0342649710650367,0.0965029243285906,0,0,0,0
"CITED1_ev_CD8memoryactivatedT",0,0,0,0,0.00322176639785343,0.00225877806980418
"CYC1_em_CD8naiveT",0.144566038404572,0.116673038382801,0.241660551678851,0,0,0
"EIF4E3_im_Neutrophils",0.430137640705433,0.280899394393702,0,0,0,0
"BST1_ec_CD8effectormemoryT",0,0,0.000939782485310322,0,0,0
"LAPTM4A_ev_CD4memoryactivatedT",0.281608997632872,0.319888721541803,0,0.171102959481613,0.21886770245662,0.201767171482572
"AF241728.1_em_CyclingCD8memoryactivatedT",0,0,0,0,0,0.000397809544823663
"IGLV2-11_em_CD8effectormemoryT",0,0,0,0,0,0
"AC107308.1_ec_NK3adaptive/terminallymature",0,0,0,0,0,0
"BTG4_rs_CD4naiveT",0,0,0,0,0,0
"AC011747.1_ev_CD8memoryactivatedT",0,0,0,0,0,0
"AP001198.1_ev_CD4naiveT",0,0,0,0,0,0
"LINC02227_rs_γδTcells",0,0,0,0,0,0
"AP001267.3_ev_CD8naiveT",0.0309490804835366,0.0641753376119473,0,0,0,0
"AP005899.1_gz_CD8memoryactivatedT",0.126032943327454,0,0,0.0542961741587609,0.0519333086856693,0.0342548298435201
"AC026888.1_sz_CIKcells",0,0,0,0,0,0
"TRIM31_em_Bcells",0,0,0,0,0,0
"CNFN_sz_CD4memoryT",0.0109649564251244,0.00891420472059237,0,0,0,0
"WDR19_rs_CyclingCD8T",0.233845140848572,0,0.0549257371325305,0.0576164340362968,0.0536424505290674,0.0789099743097453
"KIF18B_at_CD8memoryactivatedT",0,0,0,0,0.0491256327055917,0.0899449112066922
"AC027018.1_at_NK3adaptive/terminallymature",0,0,0,0.0935094515439545,0.0858829706944732,0.140127428614248
"CFAP97D1_rs_CD8memoryactivatedT",0,0,0,0,0,0
"ARHGAP26_gz_CD8effectormemoryT",0,1.4513894860695,0.903569830420338,0.70050866634978,0.58283439299839,0.525099171429195
"SSBP2_gz_Bcells",0.805825847367683,0.546070792319092,0.359396454499283,0.706725930756,0.656892415960249,0
"NRXN3_ec_γδTcells",0,0.00296691168854345,0,0,0,0
"TSPAN16_at_Monocytes",0.0533411434575385,0,0,0,0,0
"TRAJ9_gz_CD8naiveT",0,0,0,0,0,0
"RNF144A-AS1_im_CD8naiveactivatedT",0,0,0,0.0561337470959447,0.0209294008246482,0.0298389071293913
"AL355674.1_em_MyeloidDC",0,0,0,0,0,0
"STRADB_rs_CD8effectormemoryT",0,0,0.0952825124672329,0,0,0
"TRGV5P_im_CD8naiveT",0,0.00415309867878751,0,0,0,0
"PIAS2_rs_CD8naiveT",0.0649048206440998,0.182129834901512,0.23777555126578,0,0,1.17283712358789
"NAV1_im_NK1",0.00358088784102328,0,0,0,0,0
"MAGI2_rs_PlasmacytoidDC",0.0689390987732842,0.0363125271955261,0,0,0,0
"FCGBP_rs_PlasmacytoidDC",0,0,0.0145806449237994,0,0,0
"AC106894.1_ec_NK2/NKintermediate",0,0,0,0,0,0
"AC016825.1_im_CD4memoryactivatedT",0,0,0,0,0,0
"TMEM139_ec_MyeloidDC",0,0,0,0,0,0
"TEX13D_gz_CD4memoryT",0,0,0,0,0,0
"KRIT1_ev_NK1",0.217355955793194,0.29327739665593,0,0,0,0
"LINC01942_em_CD4cytotoxicT",0,0,0,0,0,0
"AC096554.1_ec_CD4cytotoxicT",0,0,0,0,0,0
"TMEM192_sz_CD8cytotoxicT",0,0,0.200890111178432,0,0,0
"AC078789.1_rs_CD4memoryT",0,0.000759103770116125,0,0,0,0
"FAM72B_ec_CD4memoryT",0.00294209306342626,0.000977020066525977,0,0,0,0
"AC009065.8_ev_CIKcells",0,0,0,0,0,0
"FNBP1_ev_NK3adaptive/terminallymature",1.04497167036493,0,1.30132220092857,1.16262276952129,1.09423957144672,1.15724556233921
"AC019077.1_im_CD4cytotoxicT",0,0,0.00809101265077949,0,0,0
"AC005262.2_sz_CD8effectormemoryT",0,0,0,0,0,0
"MBLAC1_em_PlasmacytoidDC",0,0.0674116177935946,0,0,0,0
"TRAF3IP1_rs_CD8effectormemoryT",0,1.04911229095499,0.105759925336851,0,0,0
"AC009301.1_rs_Bcells",0,0.00176389665313256,0.000766885836498552,0,0,0
"AC084398.2_sz_Monocytes",0,0,0,0,0,0
"AC024610.2_gz_PlasmacytoidDC",0,0,0,0,0,0
"CIT_rs_NK2/NKintermediate",0,0,0.0110621989994931,0,0,0
"OGG1_gz_CD4memoryactivatedT",0.0773094036672227,0,0,0.0849710042378318,0.0715558103406412,0.071240576580112
"AL450267.2_em_Monocytes",0,0,0,0,0,0
"ZNF436-AS1_at_CD8effectormemoryT",0,0,0.000702100351882443,0,0,0
"LINC01455_rs_Neutrophils",0,0,0,0,0,0
"NEK8_em_CD4cytotoxicT",0,0,0.0393898971945859,0,0.271006402664448,0
"PDE6H_sz_MyeloidDC",0,0,0.0100242192809954,0,0,0
"AC016650.1_ec_CD8effectormemoryT",0,0,0,0,0,0
"MMP14_em_PlasmacytoidDC",0,0,0.0212772171885723,0,0,0
"FAM228A_rs_CD4memoryactivatedT",0,0,0,0,0.00314026192562628,0.000478359549902498
"ACTN2_at_CIKcells",0,0,0,0,0,0
"PSMD6-AS1_gz_γδTcells",0.00767534957941538,0.0122480196634242,0,0,0,0
"AC004381.1_em_CD8memoryactivatedT",0,0,0,0,0.00138058204634756,0
"LINC02561_ev_CD4cytotoxicT",0,0,0,0,0,0
"AC023794.5_at_CD8naiveT",0,0,0,0,0,0
"AC006004.1_em_CD4naiveT",0,0,0,0,0,0
"ZNF195_sz_CD8cytotoxicT",0,0,0.19455380433605,0,0,0
"AC084824.3_gz_NK1",0,0.00227001009859827,0,0,0,0
"CREB3_sz_NK1",0.057907042177657,0.165340351949471,0,0.361600755391163,0,0
"AKAP17A_at_CD4naiveT",0.0985580587271812,0.152420692218118,0.199862993411836,0,0,0
"SHC1_at_CyclingCD8memoryactivatedT",0,0,0,0.0637619442663561,0.0830320111208028,0.116406675270066
"CYB5R2_ev_CD8cytotoxicT",0,0,0,0,0,0
"ERCC2_at_CIKcells",0,0,0,0.0192238334768137,0.0233102076566007,0.0421081999426893
"NGDN_ec_NK2/NKintermediate",0,0.28911408461556,0.2481904540205,0.121539435025108,0,0
"CEACAM16_em_NK1",0,0,0,0,0,0
"RPAP3_rs_CD8memoryactivatedT",0,0,0,0.362188673218603,0.279157863875904,0.263164832614816
"AC013701.2_ev_CD8effectormemoryT",0,0,0,0,0,0
"RPS9_at_CD8naiveT",3.56198374916573,3.3332703242681,3.47991615617011,2.92926263965033,3.67220770325272,3.72564463330516
"HABP2_ev_CyclingCD8T",0,0,0,0,0,0
"GPM6B_gz_CD8naiveT",0.0410163573205831,0.117669370410949,0,0,0,0
"LINC00858_at_CD8cytotoxicT",0,0,0,0,0,0
"ORC2_ev_CD8memoryactivatedT",0,0,0,0.256678184013618,0.331668524211827,0.270435743182876
"AC020978.3_em_CD4memoryT",0.0120540401724536,0.0156483545712268,0,0,0,0
"L2HGDH_gz_NK1",0.0355420396226058,0.0496910595994694,0,0.0299285135580496,0,0
"AC018628.2_ev_CIKcells",0,0,0,0,0.0251502425087892,0.0155359747258099
"AC096586.2_rs_CD8memoryactivatedT",0,0,0,0,0,0.00122915123040327
"AP001007.1_gz_CD8naiveT",0,0,0,0,0,0
"GNA15_ec_CD4memoryactivatedT",0,0,0,0.0908937894782333,0.0959304165000999,0.066134234848197
"MAPK12_ec_NK2/NKintermediate",0,0,0,0,0,0
"CAMK4_ev_γδTcells",0.597627486604816,0.908163222125486,0.269048455546587,0,0,0
"KCNMB3_im_CyclingCD8T",0,0,0.02723482723848,0.0542907537192569,0.0446663330590619,0.0277703445938432
"LONRF3_im_Bcells",0.00380208137274426,0.014519801625965,0.0359554392843535,0.012582364255178,0,0
"AC008937.2_at_NK1",0.0433809993397727,0.0276296534178366,0,0,0,0
"SSC4D_ec_CD8naiveT",0.00949257600442426,0.00976659978547928,0,0,0,0
"AC074011.1_at_NK1",0,0,0,0,0,0
"AZIN1-AS1_im_CD4naiveT",0.0191781282035443,0.0330081088421469,0,0,0,0
"ECT2L_gz_NK2/NKintermediate",0,0,0.00407008937786881,0,0,0
"AC106028.3_ev_Neutrophils",0,0,0,0,0,0
"LINC01941_gz_CIKcells",0,0,0,0,0,0
"AC012313.8_rs_NK2/NKintermediate",0,0,0.00123572598393895,0,0,0
"APOD_rs_CD8naiveT",0,0,0,0,0,0
"NIM1K_sz_CD8memoryactivatedT",0,0,0,0,0.0064513642370379,0.00683325013577881
"AC073321.1_rs_CyclingCD8T",0,0,0,0,0,0
"MUCL3_rs_CD8effectormemoryT",0,0,0.000476951187063362,0,0,0
"AC068234.3_at_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"GAPDHS_ec_NK3adaptive/terminallymature",0,0,0,0,0.00103782019843035,0
"AC004941.1_gz_γδTcells",0,0,0,0,0,0
"MMS22L_ev_Monocytes",0.0366757849470611,0,0,0,0,0
"SLC15A1_ec_Neutrophils",0,0,0,0,0,0
