A1CF	APOBEC1
A1CF	EP300
A2M	APOA1
A2M	BMP1
A2M	KLKB1
A2M	MMP1
A2M	MMP13
A2M	NFKB1
A2M	PROC
A2M	RELA
A2M	STAT1
A2M	STAT3
AAMP	EGFR
AAMP	NOD2
AAMP	TBXA2R
AASDHPPT	FASN
AATF	E2F1
AATF	E2F2
AATF	E2F3
AATF	E2F6
AATF	ELF1
AATF	HDAC1
AATF	MAGED1
AATF	MAX
AATF	NGF
AATF	NGFR
AATF	RB1
AATF	TFDP1
AATF	USF1
ABCA1	APOA1
ABCA1	JUN
ABCA1	NR1H2
ABCA1	PRKACA
ABCA1	PRKACB
ABCA1	RXRA
ABCA1	SP3
ABCA1	USF1
ABCA1	USF2
ABCA2	CTCF
ABCA2	EGR1
ABCA2	SP3
ABCA2	SP4
ABCB1	CEBPA
ABCB1	CEBPB
ABCB1	EGR1
ABCB1	EGR2
ABCB1	ETS1
ABCB1	HIF1A
ABCB1	JUN
ABCB1	NFKB1
ABCB1	RARA
ABCB1	SP1
ABCB1	TP53
ABCB1	WT1
ABCC2	NR1H4
ABCC8	CACNA1A
ABCC8	CACNA1B
ABCC8	CACNA1C
ABCC8	CACNA1G
ABCC8	KCNJ11
ABCC8	KCNJ8
ABCC8	PRKACA
ABCC8	PRKACB
ABCC8	RAPGEF3
ABCC8	RAPGEF4
ABCC9	KCNJ11
ABCC9	KCNJ8
ABCD1	ABCD2
ABCD1	ABCD3
ABCD1	ABCD4
ABCD1	PEX19
ABCD1	PEX3
ABCD2	ABCD3
ABCD2	ABCD4
ABCD2	PEX19
ABCD2	PEX3
ABCD2	TFAP2A
ABCD3	ABCD4
ABCD3	PEX19
ABCD3	PEX3
ABCF1	EIF2S1
ABCF1	EIF2S2
ABCG5	ABCG8
ABI1	ABL1
ABI1	ACTB
ABI1	ACTG1
ABI1	ACTR2
ABI1	ACTR3
ABI1	ACTR3B
ABI1	ARF1
ABI1	ARPC1B
ABI1	ARPC2
ABI1	ARPC3
ABI1	ARPC4
ABI1	ARPC5
ABI1	ARPC5L
ABI1	BAIAP2
ABI1	BRK1
ABI1	CYFIP1
ABI1	CYFIP2
ABI1	DIAPH1
ABI1	DIAPH3
ABI1	EGF
ABI1	EGFR
ABI1	EPS8
ABI1	ITGA4
ABI1	ITGB1
ABI1	MAPK1
ABI1	MAPK3
ABI1	NCKAP1
ABI1	RAC1
ABI1	RAC3
ABI1	SOS1
ABI1	USP6NL
ABI1	VCAM1
ABI1	WASF1
ABI1	WASF2
ABI1	WASL
ABI2	ACTR2
ABI2	ACTR3
ABI2	ARPC1B
ABI2	ARPC2
ABI2	ARPC3
ABI2	ARPC4
ABI2	ARPC5
ABI2	BRK1
ABI2	CYFIP1
ABI2	CYFIP2
ABI2	NCKAP1
ABI2	RAC1
ABI2	RAC2
ABI2	RAC3
ABI2	WASF1
ABL1	ATF3
ABL1	ATM
ABL1	BAIAP2
ABL1	BCL3
ABL1	BLK
ABL1	BNIP2
ABL1	BOC
ABL1	BRF2
ABL1	BRK1
ABL1	CABLES1
ABL1	CAP1
ABL1	CAP2
ABL1	CBFB
ABL1	CBL
ABL1	CCNA2
ABL1	CDC42
ABL1	CDH15
ABL1	CDH2
ABL1	CDK2
ABL1	CDK5
ABL1	CDON
ABL1	CLASP1
ABL1	CRK
ABL1	CRKL
ABL1	CTNNA1
ABL1	CTNNB1
ABL1	CTNND1
ABL1	CYFIP1
ABL1	CYFIP2
ABL1	ENAH
ABL1	EP300
ABL1	EPHA1
ABL1	EPHA2
ABL1	EPHA3
ABL1	EPHA4
ABL1	EPHA5
ABL1	EPHA7
ABL1	EPHA8
ABL1	EPHB1
ABL1	EPHB2
ABL1	EPHB4
ABL1	EPHB6
ABL1	EPS8
ABL1	FGR
ABL1	FOSL1
ABL1	FYN
ABL1	GATA2
ABL1	GRB2
ABL1	GTF2F1
ABL1	HCK
ABL1	HDAC2
ABL1	IRF1
ABL1	JUN
ABL1	LCK
ABL1	LRP8
ABL1	LYN
ABL1	MAP2K6
ABL1	MAPK11
ABL1	MAPK12
ABL1	MAPK14
ABL1	MDM2
ABL1	MYC
ABL1	NCK1
ABL1	NCKAP1
ABL1	NR2C2
ABL1	NRF1
ABL1	NTRK1
ABL1	NTRK2
ABL1	NTRK3
ABL1	PDGFB
ABL1	PDGFRB
ABL1	PLCG1
ABL1	PSTPIP1
ABL1	RAC1
ABL1	RAC2
ABL1	RAC3
ABL1	RAD52
ABL1	RB1
ABL1	RELN
ABL1	RIN1
ABL1	ROBO1
ABL1	ROBO2
ABL1	RUNX1
ABL1	RUNX2
ABL1	SHC1
ABL1	SHC2
ABL1	SHC3
ABL1	SIRT6
ABL1	SLIT1
ABL1	SLIT2
ABL1	SMARCA4
ABL1	SMARCB1
ABL1	SMC3
ABL1	SOS1
ABL1	SPAG9
ABL1	SRC
ABL1	STAT1
ABL1	STAT5A
ABL1	STAT5B
ABL1	TERT
ABL1	TP63
ABL1	TP73
ABL1	TRIM28
ABL1	TWIST1
ABL1	USF2
ABL1	WASF2
ABL1	WWTR1
ABL1	YAP1
ABL1	YES1
ABL1	ZNF263
ABL1	ZNF274
ABL2	CAP1
ABL2	CAP2
ABL2	CLASP1
ABL2	CRK
ABL2	CRKL
ABL2	FLT3
ABL2	FLT3LG
ABL2	RAC1
ABL2	RAC2
ABL2	RAC3
ABL2	RIN1
ABL2	ROBO1
ABL2	SLIT2
ABL2	STAT3
ABLIM1	CDC42
ABLIM1	DCC
ABLIM1	DOCK1
ABLIM1	FYN
ABLIM1	NCK1
ABLIM1	NTN1
ABLIM1	PTK2
ABLIM1	RAC1
ABLIM1	RAC2
ABLIM1	RAC3
ABLIM1	SRC
ABLIM1	TRIO
ABLIM2	CDC42
ABLIM2	DCC
ABLIM2	DOCK1
ABLIM2	FYN
ABLIM2	NCK1
ABLIM2	NTN1
ABLIM2	PTK2
ABLIM2	RAC1
ABLIM2	RAC2
ABLIM2	RAC3
ABLIM2	SRC
ABLIM2	TRIO
ABLIM3	CDC42
ABLIM3	DCC
ABLIM3	DOCK1
ABLIM3	FOS
ABLIM3	FYN
ABLIM3	NCK1
ABLIM3	NTN1
ABLIM3	PAX5
ABLIM3	PTK2
ABLIM3	RAC1
ABLIM3	RAC2
ABLIM3	RAC3
ABLIM3	SRC
ABLIM3	TRIO
ABR	RAC1
ABR	RAC2
ABR	RHOA
ABR	RHOB
ABR	RHOC
ABT1	ATF3
ABT1	CEBPB
ABT1	EP300
ABT1	GTF2B
ABT1	SPI1
ACACA	CEBPA
ACACA	PRKAA1
ACACA	PRKAA2
ACACA	PRKAB1
ACACA	PRKAB2
ACACA	PRKAG1
ACACA	SP3
ACACA	SREBF1
ACACA	USF1
ACACA	USF2
ACACB	CPT1A
ACACB	MLX
ACACB	MLXIP
ACACB	MLXIPL
ACACB	PRKAA1
ACACB	PRKAA2
ACACB	PRKAB1
ACACB	PRKAB2
ACACB	PRKAG1
ACACB	SP1
ACACB	SREBF1
ACADM	PPARA
ACADM	RXRA
ACADM	RXRB
ACADM	RXRG
ACAN	ADAMTS4
ACAN	B3GNT4
